z	velocity	temperature	rho
0.706909	128.268	384.641	0.644831
0.707009	128.371	384.546	0.644733
0.707109	128.394	384.431	0.644665
0.707209	128.521	384.332	0.644578
0.707309	128.673	384.225	0.644489
0.707409	128.848	384.125	0.644379
0.707509	128.938	384.005	0.644295
0.707609	128.947	383.881	0.644205
0.707709	128.975	383.772	0.64412
0.707809	128.835	383.628	0.644121
0.707909	128.846	383.528	0.644049
0.708009	128.759	383.409	0.644012
0.708109	128.751	383.31	0.643967
0.708209	128.776	383.201	0.643924
0.708309	128.801	383.088	0.643856
0.708409	128.846	382.968	0.643791
0.708509	128.875	382.842	0.643717
0.708609	128.93	382.734	0.643618
0.708709	128.996	382.624	0.643527
0.708809	129.009	382.493	0.643453
0.708909	129.048	382.369	0.643371
0.709009	129.054	382.243	0.643311
0.709109	129.145	382.152	0.643226
0.709208	129.217	382.078	0.643132
0.709309	129.152	381.975	0.643115
0.709409	129.023	381.833	0.643142
0.709509	129.084	381.721	0.643069
0.709609	129.254	381.619	0.642971
0.709709	129.285	381.469	0.642902
0.7098	129.58	381.387	0.64271
0.709821	129.603	381.361	0.642678
0.709924	129.551	381.203	0.64257
0.710009	129.254	381.028	0.64258
0.710109	129.262	380.913	0.642482
0.710209	129.388	380.825	0.642323
0.710309	129.412	380.714	0.64222
0.710409	129.476	380.618	0.642102
0.710509	129.508	380.511	0.642001
0.710609	129.51	380.409	0.641905
0.710709	129.431	380.302	0.64184
0.710809	129.302	380.186	0.641815
0.710909	129.349	380.109	0.641727
0.711009	129.31	380.02	0.641663
0.711109	129.291	379.912	0.64161
0.711209	129.438	379.802	0.641489
0.711309	129.587	379.69	0.641351
0.711409	129.725	379.584	0.641236
0.711509	129.845	379.477	0.641126
0.711609	129.876	379.378	0.641018
0.711709	129.85	379.292	0.640927
0.711809	129.815	379.212	0.640856
0.711909	129.816	379.129	0.6408
0.712009	129.915	379.057	0.640708
0.712109	129.704	378.934	0.6407
0.712209	129.631	378.846	0.640651
0.712309	129.562	378.747	0.640591
0.712408	129.58	378.671	0.640489
0.712509	129.418	378.568	0.64047
0.712609	129.297	378.468	0.640454
0.712709	129.362	378.385	0.640365
0.712809	129.396	378.28	0.640274
0.712909	129.44	378.167	0.640171
0.713009	129.444	378.059	0.64005
0.713109	129.537	377.977	0.639922
0.713209	129.53	377.866	0.639823
0.713309	129.711	377.777	0.639666
0.713409	129.667	377.645	0.639578
0.713509	129.749	377.544	0.639436
0.713609	129.767	377.431	0.639316
0.713709	129.858	377.352	0.639166
0.713809	129.733	377.25	0.639085
0.713909	129.693	377.147	0.638998
0.714009	129.799	377.042	0.638897
0.714109	129.843	376.931	0.638787
0.714209	129.923	376.84	0.638649
0.714309	129.939	376.747	0.638527
0.714409	129.988	376.665	0.638416
0.714509	130.002	376.563	0.638336
0.714609	130.15	376.466	0.638202
0.714709	130.245	376.355	0.638067
0.714809	130.37	376.252	0.637931
0.714909	130.582	376.181	0.63775
0.715009	130.634	376.092	0.637617
0.715109	130.543	375.99	0.637523
0.715209	130.588	375.927	0.637396
0.715309	130.484	375.848	0.637335
0.715409	130.42	375.772	0.637272
0.715509	130.213	375.668	0.637237
0.715609	130.262	375.606	0.637124
0.715709	130.328	375.528	0.63701
0.715809	130.266	375.425	0.636898
0.715909	130.26	375.346	0.636777
0.716009	130.236	375.259	0.636687
0.716109	130.245	375.174	0.636573
0.716209	130.266	375.092	0.636451
0.716309	130.244	374.995	0.63635
0.716409	130.405	374.926	0.6362
0.716509	130.5	374.844	0.636056
0.716609	130.499	374.744	0.635909
0.716709	130.438	374.652	0.635782
0.716809	130.483	374.593	0.635661
0.716909	130.395	374.504	0.635593
0.717009	130.476	374.428	0.63547
0.717109	130.586	374.341	0.63535
0.717209	130.705	374.25	0.63521
0.717309	130.767	374.15	0.635068
0.717409	130.786	374.048	0.634932
0.717508	130.934	373.974	0.634753
0.717609	130.943	373.887	0.634608
0.717709	130.875	373.789	0.63449
0.717809	130.923	373.716	0.634334
0.717909	130.786	373.624	0.634237
0.718009	130.795	373.553	0.634131
0.718109	130.592	373.452	0.634068
0.718209	130.507	373.381	0.63398
0.718308	130.583	373.323	0.633878
0.718409	130.577	373.244	0.633773
0.718509	130.517	373.152	0.63367
0.718609	130.491	373.068	0.633535
0.718709	130.55	372.993	0.633376
0.718809	130.551	372.902	0.63326
0.718909	130.76	372.823	0.633119
0.719009	130.884	372.726	0.632964
0.719109	130.977	372.637	0.632799
0.719209	130.979	372.539	0.632638
0.719308	131.09	372.462	0.632444
0.719409	131.284	372.385	0.632294
0.719509	131.425	372.297	0.632136
0.719609	131.422	372.19	0.631966
0.719708	131.617	372.105	0.631745
0.719809	131.654	371.992	0.631587
0.719909	131.916	371.914	0.631373
0.720008	132.179	371.846	0.631167
0.720109	132.226	371.759	0.630998
0.720209	132.171	371.672	0.630823
0.720309	132.12	371.605	0.630689
0.720408	132.164	371.556	0.630563
0.720509	131.954	371.476	0.63051
0.720609	131.951	371.413	0.630422
0.720709	131.939	371.339	0.630298
0.720809	132.012	371.277	0.630149
0.720909	132.019	371.197	0.630003
0.721009	132.088	371.116	0.629852
0.721109	132.265	371.039	0.629702
0.721209	132.347	370.959	0.629531
0.721309	132.335	370.882	0.629368
0.721409	132.455	370.822	0.629209
0.721509	132.333	370.738	0.629083
0.721609	132.319	370.673	0.628936
0.721709	132.341	370.609	0.628779
0.721809	132.422	370.545	0.62862
0.721909	132.49	370.477	0.628464
0.722009	132.534	370.417	0.62831
0.722109	132.503	370.352	0.628193
0.722209	132.538	370.278	0.628063
0.722309	132.455	370.193	0.627917
0.722409	132.427	370.119	0.627741
0.722509	132.387	370.04	0.627583
0.722609	132.54	369.978	0.627391
0.722709	132.438	369.889	0.627239
0.722809	132.581	369.83	0.627076
0.722909	132.607	369.749	0.626946
0.723009	132.649	369.674	0.626788
0.723109	132.616	369.597	0.626637
0.723209	132.652	369.527	0.626474
0.723309	132.632	369.452	0.626306
0.723409	132.678	369.381	0.626132
0.723509	132.726	369.309	0.625964
0.723609	132.778	369.253	0.625799
0.723709	132.677	369.188	0.625665
0.723809	132.61	369.136	0.625545
0.723908	132.59	369.084	0.62544
0.723908	132.581	369.083	0.625442
0.724009	132.53	369.023	0.625315
0.724109	132.314	368.94	0.625219
0.724209	132.389	368.881	0.625055
0.724309	132.386	368.816	0.624881
0.724409	132.436	368.744	0.624725
0.724509	132.484	368.665	0.624557
0.724609	132.5	368.583	0.624388
0.724708	132.646	368.508	0.624196
0.724809	132.656	368.42	0.624001
0.724909	132.658	368.343	0.623808
0.725009	132.735	368.292	0.623621
0.725009	132.735	368.292	0.623621
0.725109	132.53	368.215	0.623525
0.725209	132.568	368.161	0.623385
0.725309	132.701	368.106	0.62322
0.725409	132.68	368.025	0.623085
0.725509	132.822	367.961	0.622901
0.725609	132.806	367.888	0.622737
0.725709	132.811	367.824	0.622546
0.725809	132.867	367.757	0.622357
0.725909	132.866	367.674	0.622176
0.726009	133.022	367.616	0.62197
0.726109	133.091	367.542	0.621798
0.726209	133.307	367.47	0.621575
0.726309	133.465	367.393	0.621365
0.726409	133.525	367.314	0.621159
0.726509	133.636	367.25	0.620945
0.726609	133.797	367.187	0.620774
0.726709	133.837	367.111	0.620601
0.726809	133.847	367.043	0.620403
0.726909	133.936	366.963	0.62023
0.727009	134.182	366.889	0.620017
0.727109	134.392	366.828	0.619801
0.727209	134.449	366.757	0.619619
0.727309	134.582	366.699	0.619403
0.727409	134.775	366.645	0.619212
0.727509	134.925	366.581	0.61903
0.727609	135.004	366.518	0.618818
0.727709	134.999	366.445	0.618641
0.727809	135.139	366.379	0.61844
0.727909	135.199	366.312	0.618235
0.728008	135.455	366.252	0.618028
0.728109	135.508	366.179	0.617829
0.728209	135.428	366.112	0.617631
0.728309	135.425	366.055	0.617426
0.728409	135.354	365.998	0.617241
0.728509	135.281	365.951	0.617076
0.728609	135.312	365.908	0.616928
0.728709	135.315	365.851	0.616772
0.728809	135.292	365.796	0.616597
0.728909	135.255	365.74	0.616434
0.729009	135.195	365.68	0.616262
0.729109	135.195	365.623	0.616085
0.729209	135.188	365.564	0.615914
0.729309	135.018	365.503	0.615761
0.729409	134.888	365.45	0.615639
0.729509	134.862	365.397	0.615483
0.729609	134.899	365.342	0.615312
0.729709	135.008	365.293	0.615136
0.729809	135.025	365.231	0.614952
0.729909	135.08	365.169	0.614758
0.730009	135.169	365.109	0.614564
0.730109	135.221	365.044	0.614361
0.730208	135.342	364.984	0.614133
0.730309	135.453	364.917	0.613907
0.730409	135.518	364.847	0.613689
0.730509	135.751	364.779	0.613467
0.730609	135.778	364.7	0.613235
0.730709	135.837	364.643	0.612979
0.730809	135.985	364.595	0.612755
0.730909	136.038	364.548	0.61257
0.731009	135.91	364.494	0.612415
0.731109	135.985	364.447	0.612236
0.731209	136.004	364.386	0.612063
0.731309	136.105	364.322	0.611853
0.731409	136.232	364.263	0.611619
0.731509	136.241	364.201	0.611394
0.731609	136.255	364.147	0.611187
0.731709	136.236	364.095	0.611005
0.731809	136.247	364.045	0.610825
0.731909	136.142	363.989	0.610657
0.732009	136.17	363.944	0.610465
0.732109	136.062	363.886	0.610306
0.732209	136.196	363.84	0.610115
0.732309	136.234	363.782	0.609916
0.732309	136.234	363.782	0.609916
0.732409	136.348	363.718	0.609715
0.732509	136.588	363.662	0.609494
0.732609	136.556	363.593	0.609281
0.732709	136.691	363.533	0.609047
0.732809	136.696	363.469	0.608828
0.732909	136.723	363.407	0.6086
0.733009	136.893	363.351	0.608352
0.733109	137.078	363.287	0.608141
0.733209	137.121	363.211	0.607933
0.733309	137.314	363.15	0.607672
0.733409	137.339	363.092	0.607431
0.733509	137.413	363.039	0.607209
0.733609	137.464	362.98	0.60701
0.733709	137.48	362.916	0.606804
0.733809	137.531	362.857	0.606572
0.733909	137.606	362.807	0.606368
0.734009	137.483	362.753	0.606188
0.734109	137.512	362.712	0.606
0.734209	137.459	362.663	0.605829
0.734309	137.538	362.616	0.605617
0.734409	137.604	362.57	0.605413
0.734509	137.629	362.523	0.605213
0.734609	137.712	362.48	0.605008
0.734709	137.749	362.431	0.604814
0.734809	137.854	362.385	0.604605
0.734909	137.806	362.331	0.60442
0.735009	137.949	362.284	0.604212
0.735109	137.951	362.231	0.603986
0.735209	138.089	362.182	0.603747
0.735309	138.082	362.129	0.603521
0.735409	138.168	362.072	0.603302
0.735509	138.324	362.012	0.603071
0.735609	138.381	361.963	0.602847
0.735709	138.542	361.918	0.602651
0.735809	138.621	361.865	0.602445
0.735909	138.765	361.813	0.602218
0.73601	138.665	361.75	0.60197
0.736109	138.859	361.696	0.601702
0.736209	138.916	361.636	0.601488
0.736309	139.045	361.581	0.601257
0.736409	139.028	361.523	0.600998
0.736509	139.12	361.473	0.600728
0.736609	139.335	361.415	0.600483
0.736709	139.412	361.352	0.60024
0.736809	139.463	361.297	0.599986
0.736909	139.667	361.242	0.59974
0.737009	139.758	361.186	0.599478
0.737109	139.66	361.135	0.599232
0.737209	139.794	361.097	0.599014
0.737309	139.819	361.058	0.598808
0.737409	139.703	361.019	0.598616
0.737509	139.756	360.989	0.598432
0.737609	139.676	360.945	0.598239
0.737709	139.708	360.892	0.598023
0.737809	139.923	360.841	0.597782
0.737909	139.977	360.784	0.597553
0.738009	139.969	360.735	0.597325
0.738109	139.919	360.692	0.597092
0.738209	139.939	360.653	0.596882
0.738309	139.994	360.618	0.596677
0.738409	140.031	360.57	0.596482
0.738509	140.224	360.511	0.59625
0.738609	140.362	360.454	0.595972
0.738709	140.586	360.404	0.595712
0.738809	140.667	360.349	0.595482
0.738909	140.819	360.296	0.59523
0.739009	140.85	360.251	0.594988
0.739109	140.794	360.218	0.59477
0.739209	140.683	360.191	0.594591
0.739309	140.603	360.165	0.594429
0.739409	140.513	360.134	0.594267
0.739508	140.532	360.098	0.594061
0.739609	140.396	360.053	0.593827
0.739709	140.519	360.003	0.593563
0.739809	140.536	359.948	0.593298
0.739909	140.703	359.893	0.593037
0.740009	140.798	359.832	0.592783
0.740109	140.87	359.785	0.592538
0.740209	140.945	359.752	0.592326
0.740309	140.858	359.718	0.59214
0.740409	140.87	359.687	0.591951
0.740509	140.673	359.653	0.591754
0.740609	140.649	359.62	0.59156
0.740709	140.805	359.579	0.591356
0.740809	140.853	359.53	0.591118
0.740909	140.935	359.471	0.590862
0.741009	141.184	359.412	0.590579
0.741109	141.32	359.355	0.590311
0.741209	141.459	359.307	0.590028
0.741309	141.328	359.252	0.589759
0.741409	141.643	359.191	0.589471
0.741509	141.817	359.129	0.589158
0.741609	141.991	359.075	0.588857
0.741709	142.029	359.028	0.588587
0.741809	141.885	358.983	0.588344
0.741909	142.072	358.948	0.588093
0.742009	142.012	358.916	0.587875
0.742109	142.121	358.884	0.587669
0.742209	142.074	358.845	0.587445
0.742309	142.202	358.809	0.587212
0.742409	142.226	358.763	0.58699
0.742509	142.318	358.699	0.586728
0.742609	142.629	358.627	0.586417
0.742708	142.998	358.553	0.586071
0.742809	143.245	358.485	0.585718
0.742909	143.394	358.431	0.585418
0.743008	143.6	358.386	0.585155
0.743109	143.59	358.349	0.584904
0.743209	143.619	358.313	0.584664
0.743309	143.588	358.276	0.584399
0.743409	143.544	358.24	0.58416
0.743509	143.573	358.198	0.583931
0.743609	143.699	358.153	0.583693
0.743709	143.687	358.105	0.583453
0.743809	143.792	358.061	0.583203
0.743909	143.919	358.025	0.582962
0.744009	143.859	357.995	0.582735
0.744109	143.872	357.962	0.582515
0.744209	143.876	357.932	0.582282
0.744309	143.899	357.901	0.582057
0.744409	143.976	357.863	0.581806
0.744509	143.783	357.831	0.581547
0.744609	143.888	357.799	0.581308
0.744709	143.899	357.76	0.581045
0.744809	143.914	357.712	0.580755
0.744909	144.083	357.663	0.580473
0.745009	144.145	357.614	0.580194
0.745109	144.124	357.574	0.579928
0.745209	144.297	357.542	0.579689
0.745309	144.286	357.506	0.579459
0.745409	144.302	357.471	0.579209
0.745509	144.263	357.433	0.578948
0.745609	144.334	357.396	0.578698
0.745709	144.314	357.364	0.578479
0.745809	144.195	357.333	0.578252
0.745909	144.17	357.303	0.578018
0.746008	144.257	357.263	0.577783
0.746109	144.326	357.216	0.577519
0.746209	144.409	357.178	0.577263
0.746309	144.449	357.144	0.577034
0.746409	144.406	357.114	0.576812
0.746509	144.357	357.087	0.576603
0.746609	144.144	357.056	0.57639
0.746709	144.194	357.02	0.57617
0.746809	144.116	356.981	0.575911
0.746909	144.298	356.939	0.57564
0.747009	144.479	356.884	0.575397
0.747109	144.759	356.824	0.575121
0.747209	144.842	356.777	0.574814
0.747309	144.895	356.735	0.574524
0.747409	145.008	356.694	0.574249
0.747509	145.196	356.648	0.573994
0.747609	145.288	356.599	0.57372
0.747709	145.425	356.547	0.573427
0.747809	145.629	356.497	0.573134
0.747907	145.701	356.455	0.572845
0.747909	145.699	356.454	0.572839
0.748009	145.795	356.412	0.572537
0.748109	145.761	356.373	0.572214
0.748209	145.888	356.336	0.571911
0.748309	145.886	356.3	0.571628
0.748408	145.996	356.262	0.571347
0.748509	146.082	356.222	0.571079
0.748609	146.128	356.181	0.57083
0.748708	146.328	356.137	0.570578
0.748809	146.29	356.102	0.570319
0.748909	146.307	356.065	0.57005
0.749009	146.446	356.018	0.569757
0.749109	146.582	355.966	0.569477
0.749209	146.804	355.913	0.569195
0.749309	146.913	355.867	0.5689
0.749409	146.991	355.824	0.568607
0.749509	147.061	355.784	0.568324
0.749609	147.217	355.741	0.568052
0.749709	147.3	355.702	0.567789
0.749809	147.397	355.669	0.567533
0.749909	147.341	355.638	0.567275
0.750009	147.399	355.603	0.567015
0.750109	147.37	355.566	0.56675
0.750209	147.458	355.53	0.56649
0.750307	147.552	355.5	0.566247
0.750308	147.589	355.499	0.566246
0.750409	147.592	355.471	0.566005
0.750509	147.715	355.436	0.565763
0.750609	147.628	355.405	0.565495
0.750709	147.605	355.368	0.565205
0.750809	147.892	355.32	0.564918
0.750909	147.794	355.283	0.564625
0.751009	147.925	355.246	0.564351
0.751109	148.018	355.209	0.564081
0.751209	148.027	355.172	0.563794
0.751309	148.028	355.14	0.563501
0.751409	148.022	355.111	0.563233
0.751509	148.007	355.073	0.562946
0.751609	148.175	355.028	0.562642
0.751709	148.435	354.973	0.562359
0.751809	148.66	354.914	0.562055
0.751909	148.829	354.857	0.561697
0.752009	149.054	354.801	0.561341
0.752109	149.198	354.753	0.561013
0.752209	149.407	354.706	0.560701
0.752309	149.514	354.665	0.5604
0.752409	149.544	354.631	0.560137
0.752509	149.699	354.596	0.559886
0.752609	149.721	354.571	0.559629
0.752709	149.755	354.549	0.559397
0.752809	149.896	354.515	0.559168
0.752909	149.926	354.479	0.558873
0.753009	149.997	354.447	0.558546
0.753109	150.078	354.415	0.558242
0.753209	150.138	354.382	0.55795
0.753309	149.955	354.36	0.557636
0.753409	149.917	354.339	0.557358
0.753509	149.979	354.312	0.557082
0.753609	150.023	354.278	0.556834
0.753709	150.037	354.241	0.556574
0.753809	150.016	354.21	0.556264
0.753909	149.989	354.186	0.555969
0.754009	149.937	354.162	0.555691
0.754109	150.077	354.128	0.55543
0.754209	150.124	354.09	0.555134
0.754309	150.343	354.04	0.554814
0.754409	150.49	353.989	0.554489
0.754509	150.73	353.936	0.554161
0.754609	150.665	353.903	0.553815
0.754709	150.605	353.878	0.553539
0.754809	150.788	353.843	0.553279
0.754909	150.785	353.813	0.552993
0.755009	150.647	353.789	0.552693
0.755109	150.574	353.766	0.552416
0.755209	150.611	353.738	0.552157
0.755309	150.741	353.7	0.551872
0.755409	150.799	353.657	0.551552
0.755509	151.092	353.603	0.551246
0.755609	151.219	353.552	0.550925
0.755708	151.441	353.5	0.550579
0.755809	151.501	353.457	0.550222
0.755909	151.683	353.41	0.549902
0.756009	151.829	353.361	0.549565
0.756109	152.17	353.303	0.549221
0.756209	152.33	353.256	0.548883
0.756209	152.33	353.256	0.548883
0.756309	152.319	353.226	0.548563
0.756409	152.358	353.201	0.548299
0.756509	152.5	353.172	0.548056
0.756609	152.641	353.141	0.547796
0.756709	152.697	353.11	0.547511
0.756809	152.756	353.08	0.547194
0.756909	152.79	353.057	0.546911
0.757009	152.81	353.029	0.546661
0.757109	152.974	352.987	0.546374
0.757209	152.948	352.957	0.546044
0.757309	153.313	352.91	0.545773
0.757409	153.44	352.87	0.545472
0.757509	153.589	352.832	0.545154
0.757609	153.733	352.801	0.544867
0.757709	153.91	352.771	0.544599
0.757809	154.044	352.735	0.544306
0.757909	154.156	352.697	0.543958
0.758009	154.158	352.669	0.543588
0.758109	154.276	352.635	0.543253
0.758209	154.378	352.601	0.542934
0.758309	154.525	352.558	0.542615
0.758409	154.844	352.504	0.542283
0.758509	154.779	352.473	0.541915
0.758609	155.119	352.418	0.541582
0.758709	155.237	352.372	0.54122
0.758808	155.361	352.336	0.54086
0.758909	155.252	352.321	0.540516
0.759009	155.237	352.302	0.540222
0.759109	155.19	352.283	0.539922
0.759209	155.175	352.261	0.539629
0.759309	155.126	352.239	0.539337
0.759409	155.125	352.215	0.539046
0.759509	155.124	352.184	0.538728
0.759609	155.298	352.143	0.53839
0.759709	155.381	352.113	0.538077
0.759809	155.399	352.088	0.537781
0.759909	155.491	352.054	0.537474
0.760009	155.648	352.012	0.537165
0.760109	155.727	351.976	0.536827
0.760209	155.745	351.951	0.536487
0.760309	155.772	351.926	0.536177
0.760409	155.905	351.891	0.535856
0.760509	155.934	351.859	0.535498
0.760609	156.174	351.818	0.535172
0.760709	156.051	351.8	0.534846
0.760809	156.004	351.78	0.534541
0.760909	156.117	351.748	0.534243
0.761009	156.179	351.714	0.533927
0.761109	156.244	351.679	0.533594
0.761209	156.37	351.64	0.533261
0.761309	156.687	351.586	0.532958
0.761409	157.055	351.529	0.532672
0.761509	156.983	351.505	0.532335
0.761609	156.944	351.486	0.532028
0.761709	156.972	351.461	0.531736
0.761809	157.014	351.433	0.531419
0.761909	157.135	351.395	0.531111
0.762009	157.37	351.346	0.530767
0.762109	157.515	351.305	0.530409
0.762209	157.607	351.275	0.530104
0.762309	157.615	351.253	0.529807
0.762409	157.635	351.225	0.529476
0.762508	157.696	351.19	0.529137
0.762609	158.026	351.133	0.528813
0.762709	158.199	351.092	0.528445
0.762809	158.201	351.074	0.528105
0.762909	158.095	351.068	0.527812
0.763009	158.013	351.065	0.527544
0.763109	157.948	351.058	0.527297
0.763209	157.919	351.041	0.527011
0.763309	158.052	351.012	0.526697
0.763409	158.031	350.986	0.526348
0.763509	158.208	350.938	0.525988
0.763609	158.434	350.887	0.525624
0.763709	158.738	350.826	0.525271
0.763809	159.083	350.761	0.524916
0.763909	159.35	350.703	0.524541
0.764009	159.512	350.661	0.524147
0.764109	159.521	350.636	0.523751
0.764209	159.591	350.613	0.52341
0.764309	159.56	350.6	0.523085
0.764409	159.542	350.588	0.522782
0.764509	159.41	350.584	0.522474
0.764609	159.271	350.582	0.522191
0.764709	159.28	350.563	0.521934
0.764709	159.28	350.563	0.521934
0.764809	159.325	350.535	0.52162
0.764909	159.344	350.505	0.521241
0.765009	159.491	350.465	0.520903
0.765109	159.755	350.414	0.52059
0.765209	160.052	350.358	0.520249
0.765309	160.338	350.306	0.519894
0.765409	160.613	350.255	0.519561
0.765508	160.929	350.203	0.519217
0.765609	160.991	350.172	0.518835
0.765709	161.112	350.142	0.518463
0.765809	161.237	350.112	0.518115
0.765909	161.267	350.088	0.517762
0.766009	161.473	350.049	0.517436
0.766109	161.479	350.028	0.517097
0.766209	161.455	350.016	0.516779
0.766309	161.447	350.003	0.516472
0.766409	161.565	349.976	0.51617
0.76651	161.448	349.962	0.515807
0.766609	161.6	349.931	0.515436
0.766709	161.683	349.903	0.515059
0.766809	161.792	349.871	0.514715
0.766909	161.806	349.841	0.514371
0.767009	161.96	349.799	0.514017
0.767109	161.957	349.773	0.513604
0.767209	161.973	349.752	0.513226
0.767309	161.983	349.732	0.512881
0.767409	161.915	349.72	0.512549
0.767509	161.871	349.708	0.512251
0.767609	161.932	349.68	0.511952
0.767709	162.15	349.629	0.511619
0.767809	162.412	349.574	0.511224
0.767909	162.652	349.522	0.510829
0.768009	162.846	349.474	0.510441
0.768109	163.122	349.42	0.510059
0.768209	163.304	349.378	0.509684
0.768309	163.48	349.341	0.509343
0.768409	163.409	349.329	0.508975
0.768509	163.445	349.313	0.508655
0.768609	163.417	349.302	0.508353
0.768709	163.452	349.28	0.508056
0.768809	163.692	349.234	0.507762
0.768909	163.901	349.187	0.507417
0.769009	164.069	349.146	0.507027
0.769109	164.292	349.101	0.506636
0.769209	164.441	349.066	0.506261
0.769309	164.455	349.041	0.505868
0.769409	164.529	349.015	0.505472
0.769509	164.635	348.994	0.505134
0.769609	164.503	348.99	0.504806
0.769709	164.567	348.962	0.504448
0.769809	164.809	348.91	0.504063
0.769909	165.06	348.859	0.503673
0.770009	165.176	348.824	0.503266
0.770109	165.297	348.786	0.502864
0.770209	165.424	348.747	0.502459
0.770309	165.619	348.703	0.50209
0.770409	165.869	348.653	0.501713
0.770509	166.09	348.606	0.501311
0.770609	166.471	348.544	0.500932
0.770709	166.674	348.495	0.500491
0.770809	166.892	348.448	0.500042
0.770909	167.109	348.404	0.499647
0.771009	167.276	348.368	0.499292
0.771109	167.263	348.353	0.498948
0.771209	167.34	348.332	0.498632
0.771309	167.365	348.314	0.498294
0.771409	167.325	348.303	0.497941
0.771509	167.305	348.291	0.497597
0.771609	167.519	348.256	0.497284
0.771709	167.581	348.23	0.496933
0.771809	167.807	348.187	0.4966
0.771909	167.884	348.157	0.496219
0.772009	167.996	348.129	0.495826
0.772109	167.99	348.112	0.495475
0.772209	168.254	348.07	0.495175
0.772309	168.279	348.052	0.494811
0.772409	168.397	348.024	0.494447
0.772509	168.517	347.992	0.494061
0.772609	168.601	347.965	0.493652
0.772709	168.647	347.94	0.49324
0.772809	168.774	347.906	0.492852
0.772909	168.968	347.865	0.492475
0.773009	169.209	347.816	0.492096
0.773109	169.462	347.763	0.4917
0.773209	169.657	347.719	0.491293
0.773309	169.89	347.674	0.490876
0.773409	169.958	347.645	0.490443
0.773509	170.195	347.605	0.490099
0.773609	170.168	347.587	0.489712
0.773709	170.357	347.553	0.48935
0.773808	170.559	347.515	0.489005
0.773909	170.554	347.496	0.488605
0.774009	170.527	347.483	0.488186
0.774109	170.543	347.466	0.487823
0.774209	170.706	347.432	0.487496
0.774309	170.737	347.41	0.487118
0.774409	170.997	347.362	0.486763
0.774509	171.282	347.305	0.486371
0.774609	171.484	347.26	0.485954
0.774709	171.655	347.221	0.485556
0.774809	171.881	347.174	0.485161
0.774909	172.107	347.127	0.484728
0.775009	172.236	347.092	0.484292
0.775109	172.361	347.06	0.483884
0.775209	172.449	347.037	0.483502
0.775309	172.422	347.032	0.483131
0.775409	172.445	347.02	0.482803
0.775509	172.561	346.993	0.482485
0.775609	172.781	346.949	0.482125
0.775709	173.087	346.889	0.48174
0.775809	173.343	346.832	0.48133
0.775909	173.635	346.777	0.480913
0.776009	173.939	346.728	0.480492
0.776109	174.047	346.703	0.480049
0.776209	174.083	346.691	0.479661
0.776309	173.901	346.704	0.479276
0.776409	173.791	346.709	0.478917
0.776509	173.75	346.709	0.478595
0.776609	173.7	346.706	0.478247
0.776709	173.77	346.681	0.477877
0.776809	174.045	346.63	0.477489
0.776909	174.305	346.576	0.477065
0.777009	174.614	346.517	0.476632
0.777109	174.862	346.467	0.476183
0.777209	175.086	346.422	0.475716
0.777309	175.357	346.371	0.47527
0.777409	175.539	346.332	0.474845
0.777509	175.717	346.294	0.474422
0.777609	175.79	346.272	0.473989
0.777709	175.857	346.251	0.473557
0.777809	176.04	346.217	0.473169
0.777909	176.207	346.186	0.472795
0.778009	176.396	346.153	0.472419
0.778109	176.462	346.127	0.472015
0.778209	176.711	346.077	0.471593
0.778309	176.968	346.028	0.471154
0.778409	177.294	345.968	0.470723
0.778509	177.598	345.909	0.47029
0.778609	177.762	345.871	0.469848
0.778709	177.768	345.857	0.469389
0.778809	177.843	345.84	0.469013
0.778909	177.939	345.82	0.468702
0.779009	177.908	345.812	0.468322
0.779109	177.948	345.797	0.467942
0.779209	178.089	345.768	0.467565
0.779309	178.129	345.749	0.467147
0.779409	178.341	345.707	0.466738
0.779509	178.555	345.661	0.466277
0.779609	179.02	345.582	0.465831
0.779709	179.31	345.522	0.465336
0.779809	179.57	345.472	0.464838
0.779909	179.781	345.43	0.464382
0.780009	179.964	345.392	0.463953
0.780109	180.15	345.355	0.463546
0.780209	180.346	345.316	0.463142
0.780309	180.572	345.269	0.462713
0.780409	180.888	345.209	0.462259
0.780509	181.178	345.155	0.461766
0.780609	181.373	345.113	0.46128
0.780709	181.622	345.066	0.460838
0.780809	181.768	345.035	0.460391
0.780909	181.782	345.026	0.459956
0.781009	181.808	345.021	0.459583
0.781109	181.799	345.017	0.459215
0.781209	181.859	345.006	0.458869
0.781309	181.88	344.997	0.458491
0.781409	181.997	344.973	0.458096
0.781509	182.147	344.942	0.45766
0.781609	182.261	344.912	0.457203
0.781709	182.429	344.876	0.456766
0.781809	182.381	344.868	0.456296
0.781909	182.331	344.864	0.455843
0.782009	182.31	344.859	0.455432
0.782109	182.233	344.861	0.455016
0.782209	182.142	344.866	0.454628
0.782309	182.211	344.852	0.454288
0.782409	182.228	344.838	0.453938
0.782509	182.398	344.8	0.453543
0.782609	182.682	344.742	0.453077
0.782709	183.081	344.666	0.452587
0.782809	183.462	344.593	0.452124
0.782909	183.891	344.519	0.451703
0.783009	184.143	344.47	0.451257
0.783109	184.578	344.396	0.450849
0.783209	184.781	344.35	0.450355
0.783309	184.866	344.324	0.449834
0.783409	184.913	344.309	0.44938
0.783509	185.051	344.283	0.448988
0.783609	185.323	344.239	0.448605
0.783709	185.504	344.206	0.448219
