2.000000000000000000e+00,9.260912380046045778e-01
4.000000000000000000e+00,9.733751526574795365e-01
6.000000000000000000e+00,9.981184594706752344e-01
8.000000000000000000e+00,9.872919369968542469e-01
1.000000000000000000e+01,9.393448877235910377e-01
1.200000000000000000e+01,9.811949669896919968e-01
1.400000000000000000e+01,9.698072759733040726e-01
1.600000000000000000e+01,9.372506197267521655e-01
1.800000000000000000e+01,8.817964945155574163e-01
2.000000000000000000e+01,8.326051054976824073e-01
2.200000000000000000e+01,7.890261345757452194e-01
2.400000000000000000e+01,7.142442669775714847e-01
2.600000000000000000e+01,6.280125333556563216e-01
2.800000000000000000e+01,4.409382776908078450e-01
3.000000000000000000e+01,2.728099958540393111e-01
3.200000000000000000e+01,1.554003470856767377e-01
3.400000000000000000e+01,5.107333649459711022e-02
3.600000000000000000e+01,1.914075791968259527e-02
3.800000000000000000e+01,3.757399069959024493e-03
4.000000000000000000e+01,1.878918938086679554e-03
4.200000000000000000e+01,1.818963662150079172e-03
4.400000000000000000e+01,9.284354072958467046e-04
4.600000000000000000e+01,4.969407290247981369e-03
4.800000000000000000e+01,1.194886712154464832e-04
5.000000000000000000e+01,5.265347713840031439e-03
