adh_1	147000	24	0	10.51
adh_2	147000	25	0	9.82
adh_3	147000	26	0	9.26
adh_4	147000	27	0	8.71
adh_5	147000	28	0	8.16
natbsa_1	67000	15	4490	22.0719
natbsa_2	67000	16	4470	19.6407
natbsa_3	67000	17	4490	17.6117
poly_5	515.3	1	211	4.01
poly_6	586.3	1	228	4.56
poly_7	657.3	1	243	5.12
poly_8	728.4	1	256	5.81
poly_9	799.4	1	271	6.36
poly_11	941.5	1	294	7.74
poly_12	1012.5	1	306	8.43
polyz3_12	2149.1	3	634	4.29
polyz3_13	2220.2	3	649	4.56
polyz3_14	2291.2	3	666	4.56
