zz	base	dV_V
-0.180000000    -4000.000000    0.000000000
0.037168909	104.0654733	0.000258525
0.037196321	104.0260012	0.000257172
0.037487646	103.6066228	0.000243232
0.037711348	103.2847439	0.000233067
0.037831954	103.1112603	0.00022778
0.038117634	102.7004837	0.000215799
0.038213039	102.5633488	0.000211968
0.038225284	102.5457497	0.000211482
0.038513967	102.1309059	0.000200228
0.038559368	102.0656783	0.000198505
0.038675646	101.8986382	0.000194152
0.038890613	101.5898973	0.000186334
0.03914822	101.2200357	0.000177358
0.039207955	101.1342891	0.000175338
0.039319442	100.9742733	0.00017163
0.039424223	100.8239063	0.000168217
0.039629883	100.5288332	0.000161727
0.039649966	100.5000232	0.000161107
0.03968409	100.4510736	0.000160066
0.040132217	99.80844656	0.00014699
0.040232804	99.66424911	0.00014421
0.040328371	99.5272657	0.00014162
0.04069636	98.99990034	0.000131929
0.040756025	98.9144126	0.000130418
0.040805438	98.84362018	0.00012918
0.040850698	98.77878552	0.000128087
0.04089848	98.71034332	0.000126942
0.041192137	98.28978038	0.000120091
0.041234385	98.22928499	0.000119132
0.041430299	97.94878921	0.000114771
0.041546699	97.78216085	0.000112247
0.041867061	97.32366287	0.000105562
0.041877896	97.30815952	0.000105343
0.042008433	97.12138115	0.000102733
0.04205516	97.05452912	0.000101815
0.042308361	96.69232631	9.69784E-05
0.042397109	96.5653947	9.53396E-05
0.042556117	96.33801089	9.25239E-05
0.042570862	96.31692626	9.22673E-05
0.042582974	96.2996061	9.20465E-05
0.042698319	96.13466926	8.99781E-05
0.042797989	95.99216874	8.82554E-05
0.042905167	95.83896027	8.64822E-05
0.042912858	95.8279673	8.6356E-05
0.043511088	94.97307389	7.70141E-05
0.043587287	94.86421799	7.58929E-05
0.044008726	94.26230255	6.99724E-05
0.044081583	94.15826997	6.8997E-05
0.044365686	93.75266906	6.53294E-05
0.044397797	93.70683219	6.49284E-05
0.044988133	92.86441389	5.80486E-05
0.045094168	92.71315088	5.69132E-05
0.045112278	92.68731789	5.67223E-05
0.045118727	92.67811865	5.66546E-05
0.04521202	92.54504863	5.56871E-05
0.04522047	92.53299727	5.55956E-05
0.045253299	92.48617314	5.52513E-05
0.045259215	92.47773556	5.51894E-05
0.045842711	91.64580002	4.93736E-05
0.045861678	91.61876658	4.9194E-05
0.045884379	91.5864111	4.89798E-05
0.046237484	91.08324933	4.5758E-05
0.04626782	91.04003054	4.54908E-05
0.046453386	90.77569661	4.38805E-05
0.046523348	90.67604953	4.32902E-05
0.046728549	90.38382223	4.16069E-05
0.04674005	90.36744499	4.15147E-05
0.047021736	89.9663969	3.93264E-05
0.047165666	89.76151954	3.82606E-05
0.047243973	89.650074	3.77041E-05
0.047490627	89.29911582	3.5993E-05
0.04749703	89.2900062	3.59494E-05
0.0475001	89.28563851	3.59285E-05
0.047716255	88.97817589	3.44829E-05
0.04781298	88.84062237	3.38517E-05
0.048021611	88.54398542	3.25233E-05
0.048217375	88.26572052	3.13164E-05
0.048260802	88.20400172	3.10549E-05
0.048409144	87.99320731	3.01787E-05
0.04851957	87.83631976	2.95437E-05
0.048609636	87.70837674	2.90365E-05
0.04871784	87.55468762	2.84401E-05
0.048858852	87.35442923	2.7686E-05
0.049027359	87.11517336	2.68176E-05
0.049265246	86.77752129	2.56196E-05
0.049442669	86.52578079	2.476E-05
0.04961585	86.28013509	2.39489E-05
0.04965202	86.22883886	2.37829E-05
0.049822153	85.98760421	2.30186E-05
0.049941737	85.81807604	2.24986E-05
0.050028558	85.695014	2.21291E-05
0.050377747	85.2002344	2.07116E-05
0.050427366	85.12994869	2.05191E-05
0.050694416	84.75187991	1.95042E-05
0.050895981	84.46666015	1.87655E-05
0.051057378	84.23836624	1.8191E-05
0.051088687	84.19408806	1.80813E-05
0.051119926	84.14991336	1.79724E-05
0.051292374	83.9061254	1.73773E-05
0.051681458	83.35621082	1.61287E-05
0.052035487	82.85643688	1.50675E-05
0.052129155	82.72428966	1.47988E-05
0.052370252	82.38430914	1.41301E-05
0.052456129	82.26326597	1.39E-05
0.053023214	81.46468709	1.24861E-05
0.053169353	81.2590974	1.21515E-05
0.053379373	80.96384423	1.16756E-05
0.053809961	80.35911408	1.0757E-05
0.053834546	80.32461147	1.07069E-05
0.054091855	79.96360623	1.01981E-05
0.054212906	79.79385683	9.96928E-06
0.05429474	79.67922808	9.8173E-06
0.054305736	79.66382725	9.79703E-06
0.054537535	79.33932976	9.37678E-06
0.054845974	78.90795572	8.84157E-06
0.054916655	78.80916712	8.72273E-06
0.055011468	78.67666647	8.57052E-06
0.055152336	78.47992835	8.34868E-06
0.055393294	78.14374834	7.981E-06
0.05559198	77.8668721	7.68905E-06
0.055944787	77.37570582	7.19848E-06
0.056195664	77.02711963	6.86905E-06
0.056294363	76.89013533	6.74382E-06
0.056632302	76.42177029	6.33408E-06
0.057350494	75.42979251	5.56038E-06
0.057453931	75.2873129	5.4555E-06
0.057485293	75.24413162	5.42412E-06
0.057500357	75.22339286	5.40912E-06
0.057530884	75.18137196	5.37887E-06
0.057555211	75.14790174	5.35513E-06
0.057630973	75.04369726	5.28187E-06
0.057708052	74.9377341	5.20847E-06
0.058106694	74.39055369	4.8471E-06
0.058382895	74.01263332	4.61452E-06
0.058408911	73.97705846	4.59348E-06
0.05851329	73.8344158	4.51003E-06
0.058555597	73.77663942	4.47668E-06
0.058593967	73.72426122	4.44667E-06
0.058787238	73.46031819	4.30158E-06
0.058899371	73.30746695	4.21952E-06
0.059139603	72.98070971	4.04905E-06
0.059222306	72.86844182	3.99202E-06
0.059360068	72.68168743	3.89895E-06
0.059810432	72.0733653	3.61127E-06
0.059894323	71.96047208	3.56002E-06
0.060043546	71.75995028	3.47125E-06
0.060181447	71.57497642	3.39203E-06
0.060419663	71.25619476	3.26145E-06
0.060529549	71.1094612	3.2042E-06
0.060569525	71.05612778	3.1838E-06
0.061217749	70.1948259	2.8859E-06
0.06149982	69.82162848	2.76905E-06
0.061676127	69.58964453	2.70023E-06
0.061999551	69.16616821	2.5814E-06
0.062137352	68.98655709	2.5337E-06
0.062460675	68.56705583	2.42862E-06
0.062636869	68.3395856	2.37542E-06
0.062777687	68.15831671	2.33523E-06
0.063034394	67.82910954	2.26653E-06
0.063052421	67.80605224	2.2619E-06
0.063631048	67.07013842	2.12927E-06
0.063685755	67.0009819	2.11827E-06
0.064030151	66.56921048	2.05343E-06
0.064036187	66.56168105	2.05237E-06
0.064225625	66.32603789	2.02042E-06
0.064532751	65.94673697	1.97418E-06
0.064533367	65.94597989	1.97407E-06
0.064603701	65.85959504	1.96445E-06
0.064608012	65.85429748	1.9639E-06
0.064904592	65.49165694	1.92838E-06
0.064952764	65.43305272	1.92317E-06
0.065004761	65.36990916	1.9178E-06
0.065181636	65.15600734	1.9009E-06
0.065368033	64.93208118	1.8856E-06
0.065376589	64.92183921	1.88495E-06
0.065414588	64.87639165	1.88217E-06
0.065605201	64.6493727	1.8698E-06
0.065830254	64.38339361	1.85863E-06
0.065877272	64.32809387	1.85677E-06
0.065945296	64.24825703	1.85435E-06
0.066094836	64.0734575	1.85025E-06
0.066337965	63.79133229	1.84708E-06
0.066347296	63.78055604	1.84705E-06
0.066361869	63.76374684	1.84697E-06
0.066482011	63.62562685	1.84702E-06
0.066937857	63.10911394	1.8565E-06
0.067130481	62.89444395	1.86492E-06
0.067353467	62.64860121	1.87797E-06
0.067474267	62.51661216	1.88653E-06
0.06757567	62.40646365	1.8945E-06
0.067770442	62.19625998	1.9119E-06
0.067862207	62.09826331	1.92115E-06
0.067914409	62.04276511	1.92668E-06
0.06800824	61.94346393	1.93705E-06
0.06807147	61.87687759	1.9444E-06
0.068118113	61.82792856	1.94998E-06
0.068147351	61.79731825	1.95355E-06
0.068341813	61.59517568	1.97885E-06
0.068612151	61.31832708	2.01832E-06
0.068629826	61.30039587	2.0211E-06
0.068671437	61.25812498	2.02755E-06
0.068944757	60.9839791	2.07318E-06
0.068978666	60.95039223	2.07925E-06
0.068991621	60.93757442	2.0816E-06
0.06948494	60.46002365	2.18085E-06
0.06971889	60.24072093	2.2342E-06
0.069851311	60.11863496	2.26617E-06
0.069995388	59.98748075	2.30245E-06
0.07027283	59.73985229	2.37663E-06
0.070548003	59.50065629	2.4558E-06
0.070880426	59.22020635	2.55893E-06
0.071001505	59.12046568	2.59667E-06
0.071034034	59.09387552	2.60695E-06
0.071216851	58.94710636	2.66885E-06
0.071344487	58.84649358	2.71265E-06
0.071375554	58.82225765	2.72348E-06
0.071519407	58.7113222	2.77455E-06
0.071553375	58.68543617	2.78682E-06
0.071957357	58.38665028	2.9391E-06
0.07203729	58.32951505	2.9706E-06
0.072754939	57.84349979	3.26775E-06
0.072819636	57.80245911	3.2954E-06
0.072983375	57.70064018	3.36602E-06
0.073056657	57.65602305	3.39793E-06
0.073131114	57.61129371	3.43055E-06
0.073264576	57.53263768	3.48947E-06
0.073490425	57.40375684	3.59073E-06
0.073637049	57.32296878	3.6575E-06
0.074098562	57.08349785	3.8732E-06
0.074192961	57.03728643	3.91833E-06
0.074329589	56.9720691	3.98428E-06
0.074439674	56.92096859	4.03505E-06
0.074995608	56.6823551	4.2902E-06
0.074997319	56.68167115	4.29095E-06
0.075183033	56.60914561	4.37313E-06
0.075267779	56.5771703	4.41018E-06
0.075528711	56.48365759	4.52463E-06
0.075927249	56.35372006	4.69237E-06
0.076031722	56.32226744	4.73573E-06
0.076116935	56.29741404	4.77053E-06
0.07633863	56.23612449	4.8585E-06
0.076770352	56.13074408	5.0196E-06
0.076985722	56.08507688	5.0949E-06
0.077234668	56.03703933	5.17413E-06
0.077587185	55.97822447	5.2735E-06
0.077654552	55.96821324	5.2908E-06
0.077684658	55.96386678	5.29833E-06
0.077701527	55.96146706	5.30253E-06
0.077956024	55.92817948	5.36128E-06
0.078039669	55.91843305	5.37875E-06
0.078204991	55.90090703	5.4106E-06
0.078384796	55.88446556	5.44122E-06
0.078688603	55.86288801	5.4835E-06
0.078911012	55.85203263	5.50683E-06
0.079058378	55.84666891	5.51535E-06
0.079301836	55.84134084	5.52002E-06
0.079421182	55.84033674	5.518E-06
