 natbsa_1 67000 15 4490 12.86
 natbsa_2 67000 16 4470 11.61
 natbsa_3 67000 17 4490 10.78
 poly_5 515.3 1 211 5.25 
 poly_6 586.3 1 228 6.22 
 poly_7 657.3 1 243 6.91 
 poly_8 728.4 1 256 7.74 
 poly_9 799.4 1 271 8.57 
 poly_11 941.5 1 294 10.37 
 poly_12 1012.5 1 306 11.2 
 polyz2_8 1296.7 2 380 4.56
 polyz2_9 1367.7 2 393 4.84 
 polyz3_12 2149.1 3 634 5.67 
 polyz3_13 2220.2 3 649 5.94 
 
