GDX_6+_mono_PCbi 13486 6 997 18.08
GDX_7+_mono_PCbi 13486 7 998 18.90
GDX_6+_mono_DDMmi 13485 6 995 16.44
GDX_7+_mono_DDMmi 13485 7 994 16.16


