[PARAMETERS]
g, dg, a, da, c, dc, t0, dt0
0.978428,0.225806,1.01879,0.227181,0.488554,0.200584,5.75876e-05,0.00227736

[DIAGNOSTICS]
ID,Mass,Z,Mobility,Alpha,Gamma,Model Vel.,Exp. Vel.,Error %

[CALIBRATED DATA]
ID,Mass,Z,Drift,CCS,CCS Std.Dev.
BSA17A_167,66879,17,0.0230049,14739.2,3653.68
BSA17A_168,66879,17,0.0231426,14784,3663.17
BSA17A_169,66879,17,0.0232804,14828.8,3672.61
BSA17A_170,66879,17,0.0234181,14873.3,3682.11
BSA17A_171,66879,17,0.0235559,14917.8,3691.55
BSA17A_172,66879,17,0.0236936,14962.1,3701.02
BSA17A_173,66879,17,0.0238314,15006.3,3710.48
BSA17A_174,66879,17,0.0239692,15050.4,3719.94
BSA17A_175,66879,17,0.0241069,15094.2,3729.31
BSA17A_176,66879,17,0.0242447,15138,3738.66
BSA17A_177,66879,17,0.0243824,15181.7,3747.83
BSA17A_178,66879,17,0.0245202,15225.3,3757.14
BSA17A_179,66879,17,0.0246579,15268.8,3766.5
BSA17A_180,66879,17,0.0247957,15312.1,3775.77
BSA17A_181,66879,17,0.0249334,15355.2,3785.03
BSA17A_182,66879,17,0.0250712,15398.2,3794.29
BSA17A_183,66879,17,0.0252089,15441.1,3803.52
BSA17A_184,66879,17,0.0253467,15483.8,3812.69
BSA17A_185,66879,17,0.0254844,15526.6,3821.95
BSA17A_186,66879,17,0.0256222,15569.1,3831.12
BSA17A_187,66879,17,0.02576,15611.6,3840.2
BSA17A_188,66879,17,0.0258977,15653.9,3849.29
BSA17A_189,66879,17,0.0260355,15696.2,3858.41
BSA17A_190,66879,17,0.0261732,15738.2,3867.53
BSA17A_191,66879,17,0.026311,15780.2,3876.61
BSA17A_192,66879,17,0.0264487,15822.1,3885.76
BSA17A_193,66879,17,0.0265865,15863.8,3894.83
BSA17A_194,66879,17,0.0267242,15905.6,3904.1
BSA17A_195,66879,17,0.026862,15947.2,3913.11
BSA17A_196,66879,17,0.0269997,15988.7,3922.11
BSA17A_197,66879,17,0.0271375,16030,3931.15
BSA17A_198,66879,17,0.0272752,16071.3,3940.09
BSA17A_199,66879,17,0.027413,16112.4,3949
