BSA15C_0	66879	15	0	0.0
BSA15C_1	66879	15	0	0.1377537688442211
BSA15C_2	66879	15	0	0.2755075376884422
BSA15C_3	66879	15	0	0.41326130653266335
BSA15C_4	66879	15	0	0.5510150753768844
BSA15C_5	66879	15	0	0.6887688442211055
BSA15C_6	66879	15	0	0.8265226130653267
BSA15C_7	66879	15	0	0.9642763819095477
BSA15C_8	66879	15	0	1.1020301507537689
BSA15C_9	66879	15	0	1.23978391959799
BSA15C_10	66879	15	0	1.377537688442211
BSA15C_11	66879	15	0	1.5152914572864322
BSA15C_12	66879	15	0	1.6530452261306534
BSA15C_13	66879	15	0	1.7907989949748746
BSA15C_14	66879	15	0	1.9285527638190954
BSA15C_15	66879	15	0	2.0663065326633165
BSA15C_16	66879	15	0	2.2040603015075377
BSA15C_17	66879	15	0	2.341814070351759
BSA15C_18	66879	15	0	2.47956783919598
BSA15C_19	66879	15	0	2.617321608040201
BSA15C_20	66879	15	0	2.755075376884422
BSA15C_21	66879	15	0	2.8928291457286432
BSA15C_22	66879	15	0	3.0305829145728644
BSA15C_23	66879	15	0	3.1683366834170856
BSA15C_24	66879	15	0	3.306090452261307
BSA15C_25	66879	15	0	3.443844221105528
BSA15C_26	66879	15	0	3.581597989949749
BSA15C_27	66879	15	0	3.7193517587939695
BSA15C_28	66879	15	0	3.8571055276381907
BSA15C_29	66879	15	0	3.994859296482412
BSA15C_30	66879	15	0	4.132613065326633
BSA15C_31	66879	15	0	4.270366834170854
BSA15C_32	66879	15	0	4.4081206030150755
BSA15C_33	66879	15	0	4.545874371859297
BSA15C_34	66879	15	0	4.683628140703518
BSA15C_35	66879	15	0	4.821381909547739
BSA15C_36	66879	15	0	4.95913567839196
BSA15C_37	66879	15	0	5.096889447236181
BSA15C_38	66879	15	0	5.234643216080402
BSA15C_39	66879	15	0	5.372396984924623
BSA15C_40	66879	15	0	5.510150753768844
BSA15C_41	66879	15	0	5.647904522613065
BSA15C_42	66879	15	0	5.7856582914572865
BSA15C_43	66879	15	0	5.923412060301508
BSA15C_44	66879	15	0	6.061165829145729
BSA15C_45	66879	15	0	6.19891959798995
BSA15C_46	66879	15	0	6.336673366834171
BSA15C_47	66879	15	0	6.4744271356783925
BSA15C_48	66879	15	0	6.612180904522614
BSA15C_49	66879	15	0	6.749934673366835
BSA15C_50	66879	15	0	6.887688442211056
BSA15C_51	66879	15	0	7.025442211055277
BSA15C_52	66879	15	0	7.163195979899498
BSA15C_53	66879	15	0	7.30094974874372
BSA15C_54	66879	15	0	7.438703517587939
BSA15C_55	66879	15	0	7.57645728643216
BSA15C_56	66879	15	0	7.714211055276381
BSA15C_57	66879	15	0	7.851964824120603
BSA15C_58	66879	15	0	7.989718592964824
BSA15C_59	66879	15	0	8.127472361809046
BSA15C_60	66879	15	0	8.265226130653266
BSA15C_61	66879	15	0	8.402979899497486
BSA15C_62	66879	15	0	8.540733668341709
BSA15C_63	66879	15	0	8.678487437185929
BSA15C_64	66879	15	0	8.816241206030151
BSA15C_65	66879	15	0	8.953994974874371
BSA15C_66	66879	15	0	9.091748743718593
BSA15C_67	66879	15	0	9.229502512562814
BSA15C_68	66879	15	0	9.367256281407036
BSA15C_69	66879	15	0	9.505010050251256
BSA15C_70	66879	15	0	9.642763819095478
BSA15C_71	66879	15	0	9.780517587939698
BSA15C_72	66879	15	0	9.91827135678392
BSA15C_73	66879	15	0	10.05602512562814
BSA15C_74	66879	15	0	10.193778894472363
BSA15C_75	66879	15	0	10.331532663316583
BSA15C_76	66879	15	0	10.469286432160803
BSA15C_77	66879	15	0	10.607040201005026
BSA15C_78	66879	15	0	10.744793969849246
BSA15C_79	66879	15	0	10.882547738693468
BSA15C_80	66879	15	0	11.020301507537688
BSA15C_81	66879	15	0	11.15805527638191
BSA15C_82	66879	15	0	11.29580904522613
BSA15C_83	66879	15	0	11.433562814070351
BSA15C_84	66879	15	0	11.571316582914573
BSA15C_85	66879	15	0	11.709070351758793
BSA15C_86	66879	15	0	11.846824120603015
BSA15C_87	66879	15	0	11.984577889447236
BSA15C_88	66879	15	0	12.122331658291458
BSA15C_89	66879	15	0	12.260085427135678
BSA15C_90	66879	15	0	12.3978391959799
BSA15C_91	66879	15	0	12.53559296482412
BSA15C_92	66879	15	0	12.673346733668343
BSA15C_93	66879	15	0	12.811100502512563
BSA15C_94	66879	15	0	12.948854271356785
BSA15C_95	66879	15	0	13.086608040201005
BSA15C_96	66879	15	0	13.224361809045227
BSA15C_97	66879	15	0	13.362115577889448
BSA15C_98	66879	15	0	13.49986934673367
BSA15C_99	66879	15	0	13.63762311557789
BSA15C_100	66879	15	0	13.775376884422112
BSA15C_101	66879	15	0	13.913130653266332
BSA15C_102	66879	15	0	14.050884422110554
BSA15C_103	66879	15	0	14.188638190954775
BSA15C_104	66879	15	0	14.326391959798997
BSA15C_105	66879	15	0	14.464145728643217
BSA15C_106	66879	15	0	14.60189949748744
BSA15C_107	66879	15	0	14.739653266331658
BSA15C_108	66879	15	0	14.877407035175878
BSA15C_109	66879	15	0	15.0151608040201
BSA15C_110	66879	15	0	15.15291457286432
BSA15C_111	66879	15	0	15.290668341708542
BSA15C_112	66879	15	0	15.428422110552763
BSA15C_113	66879	15	0	15.566175879396985
BSA15C_114	66879	15	0	15.703929648241205
BSA15C_115	66879	15	0	15.841683417085427
BSA15C_116	66879	15	0	15.979437185929648
BSA15C_117	66879	15	0	16.117190954773868
BSA15C_118	66879	15	0	16.25494472361809
BSA15C_119	66879	15	0	16.392698492462312
BSA15C_120	66879	15	0	16.530452261306532
BSA15C_121	66879	15	0	16.668206030150753
BSA15C_122	66879	15	0	16.805959798994973
BSA15C_123	66879	15	0	16.943713567839197
BSA15C_124	66879	15	0	17.081467336683417
BSA15C_125	66879	15	0	17.219221105527637
BSA15C_126	66879	15	0	17.356974874371858
BSA15C_127	66879	15	0	17.49472864321608
