[PARAMETERS]
g, dg, a, da, c, dc, t0, dt0
0.978428,0.225806,1.01879,0.227181,0.488554,0.200584,5.75876e-05,0.00227736

[DIAGNOSTICS]
ID,Mass,Z,Mobility,Alpha,Gamma,Model Vel.,Exp. Vel.,Error %

[CALIBRATED DATA]
ID,Mass,Z,Drift,CCS,CCS Std.Dev.
BSA15A_59,66879,15,0.00812747,7526.83,2306.29
BSA15A_60,66879,15,0.00826523,7596.48,2312.73
BSA15A_61,66879,15,0.00840298,7665.43,2319.35
BSA15A_62,66879,15,0.00854073,7733.74,2326.18
BSA15A_63,66879,15,0.00867849,7801.39,2333.25
BSA15A_64,66879,15,0.00881624,7868.57,2340.55
BSA15A_65,66879,15,0.00895399,7935.02,2347.92
BSA15A_66,66879,15,0.00909175,8000.87,2355.45
BSA15A_67,66879,15,0.0092295,8066.2,2363.1
BSA15A_68,66879,15,0.00936726,8130.95,2370.87
BSA15A_69,66879,15,0.00950501,8195.15,2378.81
BSA15A_70,66879,15,0.00964276,8258.89,2386.89
BSA15A_71,66879,15,0.00978052,8322.1,2395
BSA15A_72,66879,15,0.00991827,8384.83,2403.23
BSA15A_73,66879,15,0.010056,8447.06,2411.64
BSA15A_74,66879,15,0.0101938,8508.76,2419.93
BSA15A_75,66879,15,0.0103315,8570.07,2428.42
BSA15A_76,66879,15,0.0104693,8630.89,2436.89
BSA15A_77,66879,15,0.010607,8691.34,2445.56
BSA15A_78,66879,15,0.0107448,8751.28,2454.13
BSA15A_79,66879,15,0.0108825,8810.77,2462.86
BSA15A_80,66879,15,0.0110203,8869.93,2471.74
BSA15A_81,66879,15,0.0111581,8928.66,2480.54
BSA15A_82,66879,15,0.0112958,8986.97,2489.44
BSA15A_83,66879,15,0.0114336,9044.94,2498.38
BSA15A_84,66879,15,0.0115713,9102.53,2507.33
BSA15A_85,66879,15,0.0117091,9159.66,2516.27
BSA15A_86,66879,15,0.0118468,9216.53,2525.32
BSA15A_87,66879,15,0.0119846,9272.98,2534.4
BSA15A_88,66879,15,0.0121223,9329.03,2543.37
BSA15A_89,66879,15,0.0122601,9384.8,2552.46
BSA15A_90,66879,15,0.0123978,9440.25,2561.65
BSA15A_91,66879,15,0.0125356,9495.31,2570.74
BSA15A_92,66879,15,0.0126733,9550.06,2579.9
BSA15A_93,66879,15,0.0128111,9604.52,2589.11
BSA15A_94,66879,15,0.0129489,9658.69,2598.29
BSA15A_95,66879,15,0.0130866,9712.55,2607.53
BSA15A_96,66879,15,0.0132244,9766.09,2616.7
BSA15A_97,66879,15,0.0133621,9819.35,2625.87
BSA15A_98,66879,15,0.0134999,9872.27,2635.07
BSA15A_99,66879,15,0.0136376,9924.87,2644.31
BSA15A_100,66879,15,0.0137754,9977.25,2653.57
BSA15A_101,66879,15,0.0139131,10029.3,2662.76
BSA15A_102,66879,15,0.0140509,10081.1,2672.01
BSA15A_103,66879,15,0.0141886,10132.6,2681.27
BSA15A_104,66879,15,0.0143264,10183.9,2690.49
BSA15A_105,66879,15,0.0144641,10234.9,2699.75
BSA15A_106,66879,15,0.0146019,10285.8,2709.05
BSA15A_107,66879,15,0.0147397,10336.3,2718.26
BSA15A_108,66879,15,0.0148774,10386.5,2727.52
BSA15A_109,66879,15,0.0150152,10436.5,2736.77
BSA15A_110,66879,15,0.0151529,10486.3,2745.97
BSA15A_111,66879,15,0.0152907,10535.8,2755.12
BSA15A_112,66879,15,0.0154284,10585,2764.32
BSA15A_113,66879,15,0.0155662,10634.1,2773.48
BSA15A_114,66879,15,0.0157039,10682.9,2782.65
BSA15A_115,66879,15,0.0158417,10731.5,2791.84
BSA15A_116,66879,15,0.0159794,10779.9,2801.06
BSA15A_117,66879,15,0.0161172,10828,2810.18
BSA15A_118,66879,15,0.0162549,10876.1,2819.34
BSA15A_119,66879,15,0.0163927,10923.7,2828.37
BSA15A_120,66879,15,0.0165305,10971.3,2837.48
BSA15A_121,66879,15,0.0166682,11018.6,2846.62
BSA15A_122,66879,15,0.016806,11065.7,2855.74
BSA15A_123,66879,15,0.0169437,11112.6,2864.87
BSA15A_124,66879,15,0.0170815,11159.3,2873.83
BSA15A_125,66879,15,0.0172192,11205.9,2882.93
BSA15A_126,66879,15,0.017357,11252.2,2891.97
BSA15A_127,66879,15,0.0174947,11298.3,2901.01
BSA15A_128,66879,15,0.0176325,11344.3,2910.06
BSA15A_129,66879,15,0.0177702,11389.9,2919.04
BSA15A_130,66879,15,0.017908,11435.5,2928.03
BSA15A_131,66879,15,0.0180457,11480.8,2937.05
BSA15A_132,66879,15,0.0181835,11526,2945.97
BSA15A_133,66879,15,0.0183213,11571,2954.98
BSA15A_134,66879,15,0.018459,11615.9,2963.96
BSA15A_135,66879,15,0.0185968,11660.6,2972.9
BSA15A_136,66879,15,0.0187345,11705,2981.71
BSA15A_137,66879,15,0.0188723,11749.3,2990.58
BSA15A_138,66879,15,0.01901,11793.6,2999.49
BSA15A_139,66879,15,0.0191478,11837.6,3008.37
BSA15A_140,66879,15,0.0192855,11881.4,3017.2
BSA15A_141,66879,15,0.0194233,11925,3025.98
BSA15A_142,66879,15,0.019561,11968.5,3034.79
BSA15A_143,66879,15,0.0196988,12011.9,3043.6
BSA15A_144,66879,15,0.0198365,12055.1,3052.38
BSA15A_145,66879,15,0.0199743,12098.1,3061.16
BSA15A_146,66879,15,0.0201121,12141,3069.98
BSA15A_147,66879,15,0.0202498,12183.8,3078.79
BSA15A_148,66879,15,0.0203876,12226.4,3087.54
BSA15A_149,66879,15,0.0205253,12268.8,3096.23
BSA15A_150,66879,15,0.0206631,12311.1,3104.9
BSA15A_151,66879,15,0.0208008,12353.2,3113.58
BSA15A_152,66879,15,0.0209386,12395.2,3122.22
BSA15A_153,66879,15,0.0210763,12437.1,3130.86
BSA15A_154,66879,15,0.0212141,12478.8,3139.46
BSA15A_155,66879,15,0.0213518,12520.3,3148.08
BSA15A_156,66879,15,0.0214896,12561.7,3156.66
BSA15A_157,66879,15,0.0216273,12603,3165.25
BSA15A_158,66879,15,0.0217651,12644.2,3173.81
BSA15A_159,66879,15,0.0219028,12685.2,3182.36
BSA15A_160,66879,15,0.0220406,12726.1,3190.95
BSA15A_161,66879,15,0.0221784,12767,3199.45
BSA15A_162,66879,15,0.0223161,12807.5,3207.91
BSA15A_163,66879,15,0.0224539,12848.1,3216.42
BSA15A_164,66879,15,0.0225916,12888.4,3224.87
BSA15A_165,66879,15,0.0227294,12928.8,3233.39
BSA15A_166,66879,15,0.0228671,12968.9,3241.84
BSA15A_167,66879,15,0.0230049,13008.9,3250.24
BSA15A_168,66879,15,0.0231426,13048.7,3258.67
BSA15A_169,66879,15,0.0232804,13088.5,3267.04
BSA15A_170,66879,15,0.0234181,13128.1,3275.36
BSA15A_171,66879,15,0.0235559,13167.6,3283.71
BSA15A_172,66879,15,0.0236936,13207,3292.01
BSA15A_173,66879,15,0.0238314,13246.3,3300.39
BSA15A_174,66879,15,0.0239692,13285.3,3308.7
BSA15A_175,66879,15,0.0241069,13324.3,3317.01
BSA15A_176,66879,15,0.0242447,13363.3,3325.38
BSA15A_177,66879,15,0.0243824,13402.1,3333.65
BSA15A_178,66879,15,0.0245202,13440.9,3341.93
BSA15A_179,66879,15,0.0246579,13479.5,3350.15
BSA15A_180,66879,15,0.0247957,13517.9,3358.33
BSA15A_181,66879,15,0.0249334,13556.3,3366.54
BSA15A_182,66879,15,0.0250712,13594.5,3374.75
BSA15A_183,66879,15,0.0252089,13632.7,3382.9
BSA15A_184,66879,15,0.0253467,13670.7,3391.05
BSA15A_185,66879,15,0.0254844,13708.6,3399.16
BSA15A_186,66879,15,0.0256222,13746.4,3407.29
BSA15A_187,66879,15,0.02576,13784.1,3415.41
BSA15A_188,66879,15,0.0258977,13821.8,3423.48
BSA15A_189,66879,15,0.0260355,13859.3,3431.57
BSA15A_190,66879,15,0.0261732,13896.7,3439.63
BSA15A_191,66879,15,0.026311,13934.1,3447.65
BSA15A_192,66879,15,0.0264487,13971.3,3455.67
BSA15A_193,66879,15,0.0265865,14008.3,3463.72
BSA15A_194,66879,15,0.0267242,14045.3,3471.73
BSA15A_195,66879,15,0.026862,14082.2,3479.64
BSA15A_196,66879,15,0.0269997,14119.1,3487.78
BSA15A_197,66879,15,0.0271375,14155.9,3495.83
BSA15A_198,66879,15,0.0272752,14192.5,3503.76
BSA15A_199,66879,15,0.027413,14229.1,3511.7
