1.000000000000000000e+01,9.893539084998836941e-01
1.300000000000000000e+01,9.893699068407814101e-01
1.600000000000000000e+01,9.893600592531689442e-01
1.900000000000000000e+01,9.885168481460916423e-01
2.200000000000000000e+01,9.860629965597061952e-01
2.500000000000000000e+01,9.711703460143238376e-01
2.800000000000000000e+01,9.046138831856495033e-01
3.100000000000000000e+01,6.678662676143253263e-01
3.400000000000000000e+01,2.391492875925673167e-01
3.700000000000000000e+01,5.242528664346490785e-02
4.000000000000000000e+01,2.301134280013590952e-02
4.300000000000000000e+01,1.738484438651249908e-02
4.600000000000000000e+01,1.489616699149296647e-02
4.900000000000000000e+01,1.486632515567982461e-02
5.200000000000000000e+01,1.364830941176583233e-02
5.500000000000000000e+01,1.336250727111562737e-02
5.800000000000000000e+01,1.278653294075104800e-02
6.100000000000000000e+01,1.275619152283428287e-02
6.400000000000000000e+01,1.191437123614213882e-02
6.700000000000000000e+01,1.081672436083042782e-02
